,**MARKET CAP (Rs Cr),BOOK VALUE (Rs),DELIVERABLES (%),DIV (%),DIV YIELD.(%),EPS (TTM),FACE VALUE (Rs),INDUSTRY P/E,MARKET CAP (Rs Cr),Market Lot,P/C,P/E,PRICE/BOOK,bse_52wk_high,bse_52wk_low,bse_price,company_name,nse_52wk_high,nse_52wk_low,nse_price
Oriental Veneer,,62.80, 74.23 new,0.00%,-%,14.32,10.00,44.52,199.47,1,22.94,25.84,5.89,970.00,168.50,370.05,Oriental Veneer,NA,NA,NA
Orpine Systems,,,,,,,,,,,,,,,,,Orpine Systems,,,
Osiajee,,10.79,  new,0.00%,-%,0.26,10.00,35.29,6.48,1,44.44,46.15,1.11,23.70,10.20,12.00,Osiajee,NA,NA,NA
Osian Chemicals,,10.79,  new,0.00%,-%,0.29,10.00,54.02,0.00,1,-,-,-,NA,NA,NA,Osian Chemicals,NA,NA,NA
Otco Intl,,4.25,  new,0.00%,-%,0.23,10.00,18.51,7.26,1,103.70,121.74,6.59,36.80,15.10,28.00,Otco Intl,NA,NA,NA
Otis Elevator,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Otis Elevator,NA,NA,NA
Oxemberg Appare,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Oxemberg Appare,NA,NA,NA
Oxford Ind,,-38.26,  new,0.00%,-%,1.16,10.00,22.67,0.00,1,-,-,-,NA,NA,NA,Oxford Ind,NA,NA,NA
P B Films,,10.02, 100 new,0.00%,-%,-,10.00,43.78,3.24,10000,-,-,0.22,11.25,1.45,2.25,P B Films,NA,NA,NA
PC Jeweller,,76.95, 46.05 new,33.50%,1.35%,12.01,10.00,18.79,"8,914.04",1,19.69,20.71,3.23,585.00,243.45,248.70,PC Jeweller,286.25,143.98,248.10
PG Industry,,25.92,  new,0.00%,-%,0.99,10.00,25.81,8.21,1,8.70,17.93,0.68,17.75,9.50,17.75,PG Industry,NA,NA,NA
PNB,,179.03, 21.99 new,0.00%,-%,6.23,2.00,20.79,"33,824.06",1,19.34,25.51,0.89,185.65,112.00,158.95,PNB,185.80,112.00,158.85
PNB Gilts,,49.93, 46.92 new,11.00%,1.99%,9.61,10.00,39.26,992.76,1,5.73,5.74,1.10,64.80,24.90,55.15,PNB Gilts,64.70,24.90,55.15
PNC Capital Tru,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,PNC Capital Tru,NA,NA,NA
PNC Infratech,,61.28, 50.10 new,25.00%,0.36%,8.17,2.00,35.29,"3,588.98",1,13.65,17.12,2.28,168.50,98.70,139.90,PNC Infratech,168.50,90.45,139.85
PS IT Infra,,10.46, 100 new,0.00%,-%,0.01,10.00,39.26,362.07,1,"6,735.00","6,735.00",6.44,99.25,66.75,67.35,PS IT Infra,NA,NA,NA
PSL,,-175.52, 89.26 new,0.00%,-%,-,10.00,20.73,64.47,1,-,-,-,8.35,4.25,5.16,PSL,8.40,4.15,5.15
PTC India Fin,,33.76, 70.51 new,12.00%,3.02%,5.38,10.00,39.26,"2,556.29",1,7.33,7.40,1.18,50.70,33.60,39.80,PTC India Fin,50.75,33.00,39.80
PTC Industries,,240.49,  new,0.00%,-%,11.18,10.00,27.65,171.82,1,15.07,29.33,1.36,360.05,184.05,327.95,PTC Industries,NA,NA,NA
PVP Ventures,,26.70, 91.85 new,0.00%,-%,0.86,10.00,35.29,142.13,1,6.52,6.74,0.22,7.86,4.11,5.80,PVP Ventures,7.80,4.20,5.70
PVV Infra,,7.99, 100 new,0.00%,-%,0.71,10.00,35.29,10.29,1,18.05,28.99,2.58,22.00,7.12,20.58,PVV Infra,NA,NA,NA
Paam Drugs,,-22.99,  new,0.00%,-%,-,10.00,23.62,0.00,1,-,-,-,NA,NA,NA,Paam Drugs,NA,NA,NA
Padmalaya Tele,,10.46, 100 new,0.00%,-%,-,10.00,43.78,14.64,1,-,-,0.82,16.40,1.04,8.61,Padmalaya Tele,NA,NA,NA
Page Industries,,596.91, 40.34 new,970.00%,0.59%,238.74,10.00,40.41,"18,411.25",1,63.27,69.14,27.65,18048.80,12360.00,16506.60,Page Industries,18092.50,12387.35,16500.75
Palaypu Fin Ser,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Palaypu Fin Ser,NA,NA,NA
Pan India Drugs,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pan India Drugs,NA,NA,NA
Pan India Resor,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pan India Resor,NA,NA,NA
Panachen Inn,,11.36,  new,0.00%,-%,0.46,10.00,51.24,14.42,1,50.42,52.61,2.13,41.65,12.50,24.20,Panachen Inn,NA,NA,NA
Panasonic Energ,,132.87, 91.22 new,55.00%,2.09%,6.79,10.00,22.44,197.48,1,27.14,38.78,1.98,383.50,235.00,263.30,Panasonic Energ,NA,NA,NA
Panchvati Holid,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Panchvati Holid,NA,NA,NA
Panjon,,10.57,  new,0.00%,-%,0.04,10.00,26.63,0.00,1,-,-,-,NA,NA,NA,Panjon,NA,NA,NA
Parag Milk Food,,47.72, 51.21 new,0.00%,-%,1.19,10.00,55.93,"2,078.47",1,36.28,207.65,5.18,354.00,203.00,247.10,Parag Milk Food,354.80,202.00,247.30
Paragon Finance,,47.32,  new,0.00%,-%,4.16,10.00,39.26,6.95,1,3.58,3.93,0.35,18.51,7.59,16.35,Paragon Finance,NA,NA,NA
Parekh Dist,,-65.51,  new,0.00%,-%,* -,10.00,24.31,0.00,1,-,-,-,NA,NA,NA,Parekh Dist,NA,NA,NA
Parekh Platinum,,-80.01,  new,0.00%,-%,0.32,10.00,23.72,0.00,1,-,-,-,NA,NA,NA,Parekh Platinum,NA,NA,NA
Parijat Trading,,28.46,  new,0.00%,-%,1.20,10.00,192.12,0.00,50,-,-,-,NA,NA,NA,Parijat Trading,NA,NA,NA
Parshwanath,,28.29, 100 new,0.00%,-%,0.40,10.00,28.85,5.64,1,24.66,45.00,0.64,24.40,10.01,18.00,Parshwanath,NA,NA,NA
Paschim Petro,,-1.09,  new,0.00%,-%,* -,10.00,19.51,0.00,1,-,-,-,NA,NA,NA,Paschim Petro,NA,NA,NA
Pashupati Seo,,12.71,  new,0.00%,-%,* -,10.00,34.64,0.00,1,-,-,-,NA,NA,NA,Pashupati Seo,NA,NA,NA
Patel's Widecom,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Patel's Widecom,NA,NA,NA
Patheja Forging,,-2.20,  new,NA,-%,* -,0.00,1.30,0.00,100,-,-,-,NA,NA,NA,Patheja Forging,NA,NA,NA
Patidar Build,,11.12,  new,0.00%,-%,0.45,10.00,27.66,8.42,1,33.26,34.00,1.38,15.30,10.30,15.30,Patidar Build,NA,NA,NA
Patni Computer,,198.47,  new,0.00%,-%,32.05,2.00,18.35,0.00,1,-,-,-,NA,NA,NA,Patni Computer,NA,NA,NA
Paushak,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Paushak,NA,NA,NA
Pearl Global,,91.62,  new,0.00%,-%,0.33,10.00,23.97,0.00,1,-,-,-,NA,NA,NA,Pearl Global,NA,NA,NA
Pebble Invest,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pebble Invest,NA,NA,NA
Pecos Hotels,,28.79, 100 new,0.00%,-%,* -,10.00,59.12,10.02,1000,-,-,2.66,129.00,64.00,76.50,Pecos Hotels,NA,NA,NA
Pegasus Apparel,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pegasus Apparel,NA,NA,NA
Pentafour Solec,,-105.41,  new,0.00%,-%,* -,10.00,36.14,0.00,100,-,-,-,NA,NA,NA,Pentafour Solec,NA,NA,NA
Pertech Compute,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pertech Compute,NA,NA,NA
Pesti and Brew,,12.02,  new,0.00%,-%,17.96,10.00,38.04,0.00,50,-,-,-,NA,NA,NA,Pesti and Brew,NA,NA,NA
Pettavaittalai,,0.57,  new,0.00%,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,Pettavaittalai,NA,NA,NA
Pfizer,,536.59, 55.53 new,150.00%,0.84%,73.62,10.00,29.58,"8,177.18",1,20.46,24.28,3.33,2055.00,1625.00,1787.45,Pfizer,2049.50,1642.00,1791.15
Phar East Labs,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Phar East Labs,NA,NA,NA
Pharmed Chem,,38.07,  new,0.00%,-%,* -,10.00,23.62,0.00,100,-,-,-,NA,NA,NA,Pharmed Chem,NA,NA,NA
Phelix Applianc,,6.27,  new,0.00%,-%,0.29,10.00,48.60,0.00,100,-,-,-,NA,NA,NA,Phelix Applianc,NA,NA,NA
Picturehouse,,6.52, 100 new,0.00%,-%,-,10.00,43.78,37.78,1,-,-,1.11,10.37,5.01,7.23,Picturehouse,NA,NA,NA
Pine Animation,,0.96,  new,0.00%,-%,* -,1.00,18.51,0.00,1,-,-,-,NA,NA,NA,Pine Animation,NA,NA,NA
Pinky Chemicals,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pinky Chemicals,NA,NA,NA
Pioneer Auto,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pioneer Auto,NA,NA,NA
Pioneer Cashew ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pioneer Cashew ,NA,NA,NA
Pioneer Product,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pioneer Product,NA,NA,NA
Piramal Phytoca,,1.95, 100 new,0.00%,-%,-,10.00,29.58,168.87,1,-,-,33.36,121.85,61.20,65.05,Piramal Phytoca,122.00,61.10,64.25
Pittie Finance,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pittie Finance,NA,NA,NA
Plastene India,,,,,,,,,,,,,,,,,Plastene India,,,
Plus Finance,,3.57,  new,0.00%,-%,* -,10.00,21.91,0.00,100,-,-,-,NA,NA,NA,Plus Finance,NA,NA,NA
Pneumatic Hold,,259.17,  new,90.00%,-%,7.73,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Pneumatic Hold,NA,NA,NA
Point Plast Ltd,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Point Plast Ltd,NA,NA,NA
Polar Ind,,-46.24,  new,0.00%,-%,0.98,10.00,48.28,0.00,1,-,-,-,NA,NA,NA,Polar Ind,NA,NA,NA
Polar Marmo Agg,,-26.22,  new,0.00%,-%,* -,10.00,6.37,0.00,100,-,-,-,NA,NA,NA,Polar Marmo Agg,NA,NA,NA
Polo Hotels,,28.94, 100 new,0.00%,-%,0.01,10.00,59.12,17.25,1,110.14,771.00,0.27,13.90,6.36,7.71,Polo Hotels,NA,NA,NA
Polyspin Export,,53.27, 100 new,12.00%,1.71%,8.73,10.00,23.10,28.00,1,4.46,8.02,1.31,91.00,36.00,70.00,Polyspin Export,NA,NA,NA
Polytex India,,11.08,  new,0.00%,-%,0.17,10.00,39.26,5.62,1,24.47,24.47,0.38,6.30,2.55,4.16,Polytex India,NA,NA,NA
Popular Estate,,34.07,  new,0.00%,-%,-,10.00,35.29,0.00,1,-,-,-,NA,NA,NA,Popular Estate,NA,NA,NA
Power Finance,,135.47, 38.00 new,139.00%,11.29%,8.05,10.00,10.08,"32,499.40",1,15.24,15.29,0.91,169.00,103.30,123.10,Power Finance,168.90,103.15,123.40
Powerflow Ltd,,-74.71,  new,0.00%,-%,* -,10.00,11.99,0.00,100,-,-,-,NA,NA,NA,Powerflow Ltd,NA,NA,NA
Powerhouse Gym,,11.83,  new,0.00%,-%,* -,10.00,30.96,5.58,4000,-,-,0.68,19.80,6.76,8.09,Powerhouse Gym,NA,NA,NA
Prajay Engineer,,84.58, 80.84 new,0.00%,-%,-,10.00,35.29,66.23,1,-,-,0.11,15.90,6.90,9.47,Prajay Engineer,15.95,7.00,9.50
Prakash Solvent,,8.06,  new,0.00%,-%,-,10.00,17.38,0.00,100,-,-,-,NA,NA,NA,Prakash Solvent,NA,NA,NA
Prakash Woollen,,32.97, 75.00 new,0.00%,-%,2.66,10.00,118.03,28.73,1,4.02,10.53,0.85,38.65,16.00,28.00,Prakash Woollen,NA,NA,NA
Pramada Finvest,,2.81,  new,0.00%,-%,* -,10.00,25.65,0.00,100,-,-,-,NA,NA,NA,Pramada Finvest,NA,NA,NA
Precision Elec,,14.84, 100 new,0.00%,-%,0.05,10.00,21.56,56.78,1,50.00,820.00,2.76,42.45,21.85,41.00,Precision Elec,NA,NA,NA
Preeti Sec,,14.24,  new,0.00%,-%,1.95,10.00,39.26,1.93,1,2.46,2.64,0.36,8.04,4.67,5.14,Preeti Sec,NA,NA,NA
Premier Aqua,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Premier Aqua,NA,NA,NA
Premier Pipes,,28.57,  new,0.00%,-%,1.06,10.00,15.32,0.00,1,-,-,-,NA,NA,NA,Premier Pipes,NA,NA,NA
Premier Synth,,-18.91,  new,0.00%,-%,1.26,10.00,24.04,19.20,1,8.43,33.17,-,44.10,19.90,41.80,Premier Synth,NA,NA,NA
Pressman Advt,,13.04, 72.30 new,60.00%,1.79%,2.87,2.00,43.78,157.34,1,23.26,23.34,5.14,76.80,39.25,67.00,Pressman Advt,76.65,39.00,67.35
Prestige Estate,,127.59, 51.42 new,12.00%,0.47%,15.71,10.00,35.29,"9,658.13",1,15.12,16.39,2.02,291.45,141.30,257.55,Prestige Estate,295.00,144.00,255.85
Presto Finance ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Presto Finance ,NA,NA,NA
Pricol,,87.85, 51.54 new,0.00%,-%,4.83,1.00,37.22,843.69,1,7.55,18.43,1.01,132.15,75.75,89.00,Pricol,131.95,75.75,88.25
Prima Plastics,,51.37, 76.19 new,20.00%,0.74%,8.87,10.00,33.56,295.91,1,27.62,30.33,5.24,315.00,165.00,269.00,Prima Plastics,NA,NA,NA
Prime Focus,,34.08, 85.19 new,0.00%,-%,-,1.00,43.78,"3,325.03",1,150.34,-,3.26,124.35,62.00,111.25,Prime Focus,124.25,61.25,110.80
Prime Industrie,,8.79,  new,0.00%,-%,0.01,10.00,15.59,0.00,1,-,-,-,NA,NA,NA,Prime Industrie,NA,NA,NA
Prime Urban Dev,,11.49, 85.41 new,20.00%,1.29%,3.66,2.00,23.65,82.60,1,8.20,8.47,2.70,47.40,23.65,31.00,Prime Urban Dev,NA,NA,NA
Prism Cement,,18.99, 64.21 new,0.00%,-%,0.35,10.00,42.58,"6,042.80",1,34.01,343.00,6.32,129.80,72.00,120.05,Prism Cement,129.90,72.90,120.25
Prism Info,,-0.53,  new,0.00%,-%,-,1.00,18.51,0.00,1,-,-,-,NA,NA,NA,Prism Info,NA,NA,NA
Prism Medico,,9.02, 97.29 new,0.00%,-%,-,10.00,51.24,22.80,1,-,-,4.17,55.90,23.85,37.60,Prism Medico,NA,NA,NA
Prism Mills Ltd,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Prism Mills Ltd,NA,NA,NA
Progressive Met,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Progressive Met,NA,NA,NA
Proline Soft,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Proline Soft,NA,NA,NA
Protochem,,2.61,  new,0.00%,-%,* -,1.00,35.29,0.00,1,-,-,-,NA,NA,NA,Protochem,NA,NA,NA
Provestment,,20.36,  new,0.00%,-%,2.14,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Provestment,NA,NA,NA
Prudent Sugar,,11.16,  new,0.00%,-%,* -,10.00,28.47,0.00,1,-,-,-,NA,NA,NA,Prudent Sugar,NA,NA,NA
Prudential Sri ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Prudential Sri ,NA,NA,NA
Prudential Stk,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Prudential Stk,NA,NA,NA
Pudumjee Paper ,,23.69, 67.20 new,0.00%,-%,2.09,1.00,11.71,275.36,1,10.39,13.88,1.22,31.10,12.50,29.00,Pudumjee Paper ,31.20,12.00,29.10
Punctual Trad,,60.81,  new,0.00%,-%,9.76,10.00,12.10,0.00,100,-,-,-,NA,NA,NA,Punctual Trad,NA,NA,NA
Punj Anand Lamp,,NA,  new,12.50%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Punj Anand Lamp,NA,NA,NA
Punj Lloyd,,21.34, 36.11 new,0.00%,-%,-,2.00,35.29,727.48,1,-,-,1.02,28.30,16.90,21.70,Punj Lloyd,28.30,16.95,21.75
Punjab Chemical,,46.38, 74.48 new,0.00%,-%,1.74,10.00,29.64,431.69,1,26.25,202.33,7.59,387.50,160.00,352.05,Punjab Chemical,387.90,157.00,350.45
Punjab Lease,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Punjab Lease,NA,NA,NA
Puravankara,,84.93, 56.54 new,15.60%,1.03%,4.52,5.00,35.29,"1,790.48",1,15.28,16.70,0.89,79.95,37.20,75.50,Puravankara,80.70,37.05,75.20
Pure Giftcarat,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,13.99,10.80,13.03,Pure Giftcarat,NA,NA,NA
Purohit Constr,,12.66,  new,0.00%,-%,0.15,10.00,35.29,2.19,1,7.11,33.20,0.39,8.67,4.75,4.98,Purohit Constr,NA,NA,NA
Purple Entertai,,9.79,  new,0.00%,-%,0.08,10.00,43.78,0.00,1,-,-,-,NA,NA,NA,Purple Entertai,NA,NA,NA
Purvi Electroni,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Purvi Electroni,NA,NA,NA
Pushpanjali Rea,,NA, 80.00 new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Pushpanjali Rea,64.00,52.00,58.95
Pyxis Techno,,,,,,,,,,,,,,,,,Pyxis Techno,,,
Quess Corp,,62.50, 60.08 new,0.00%,-%,7.43,10.00,52.35,"11,382.66",1,102.37,120.83,14.36,1068.00,506.40,897.75,Quess Corp,970.00,505.60,896.75
R B Gupta Finan,,10.30,  new,0.00%,-%,-,10.00,43.78,0.00,100,-,-,-,NA,NA,NA,R B Gupta Finan,NA,NA,NA
R ETF Gold,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,R ETF Gold,NA,NA,NA
R ETF Long Term,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,R ETF Long Term,17.43,15.77,17.34
R.J. Shah,,740.74,  new,15.00%,-%,164.28,10.00,33.58,0.00,50,-,-,-,NA,NA,NA,R.J. Shah,NA,NA,NA
RBL Bank,,115.13, 35.50 new,0.00%,-%,13.00,10.00,28.75,"20,134.00",1,36.53,41.11,4.64,600.00,225.00,534.45,RBL Bank,600.90,225.00,534.45
RCL Foods,,4.70,  new,0.00%,-%,-,10.00,55.93,0.00,1,-,-,-,NA,NA,NA,RCL Foods,NA,NA,NA
RDB Rasayans,,38.96, 41.93 new,0.00%,-%,3.18,10.00,23.10,108.33,1,16.66,19.23,1.57,67.70,25.30,61.15,RDB Rasayans,NA,NA,NA
RDB Realty,,56.16, 65.12 new,0.00%,-%,1.71,10.00,35.29,67.92,1,19.17,22.98,0.70,47.90,28.05,39.30,RDB Realty,NA,NA,NA
REPL Engg,,-415.40,  new,0.00%,-%,* -,10.00,44.11,0.00,1,-,-,-,NA,NA,NA,REPL Engg,NA,NA,NA
RFLNCDO1C2,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,RFLNCDO1C2,NA,NA,NA
RLF,,7.11,  new,0.00%,-%,0.59,10.00,23.65,3.45,1,2.67,5.85,0.49,3.45,1.31,3.45,RLF,NA,NA,NA
ROM Industries,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,ROM Industries,NA,NA,NA
RPG Cables,,6.16,  new,0.00%,-%,8.27,10.00,5.84,0.00,1,-,-,-,NA,NA,NA,RPG Cables,NA,NA,NA
RR Securities,,12.73,  new,0.00%,-%,0.05,10.00,39.26,0.68,100,28.13,45.00,0.18,2.59,2.25,2.25,RR Securities,NA,NA,NA
RSD Finance,,,,,,,,,,,,,,,,,RSD Finance,,,
RTCL,,15.97, 100 new,0.00%,-%,0.37,10.00,35.29,4.66,1,6.58,10.49,0.24,6.13,2.51,3.88,RTCL,NA,NA,NA
Rachana Capital,,10.47,  new,0.00%,-%,0.09,10.00,39.26,8.78,1,76.49,314.44,2.70,33.55,10.00,28.30,Rachana Capital,NA,NA,NA
Radha Madhav,,-17.42, 36.83 new,0.00%,-%,-,10.00,23.10,208.65,1,-,-,-,40.55,7.00,31.45,Radha Madhav,40.40,6.60,31.25
Radhika Jewel,,13.92, 100 new,0.00%,-%,* -,10.00,18.79,62.54,1600,-,-,1.90,26.50,Low/High,26.50,Radhika Jewel,NA,NA,NA
Radico Kha Fin,,10.66,  new,0.00%,-%,* -,10.00,14.84,0.00,1,-,-,-,NA,NA,NA,Radico Kha Fin,NA,NA,NA
Raghuvanshi Mil,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Raghuvanshi Mil,NA,NA,NA
Rahul Merchand,,5.62,  new,0.00%,-%,-,10.00,40.41,0.00,1,-,-,-,NA,NA,NA,Rahul Merchand,NA,NA,NA
Rai Saheb Mills,,26.74, 49.41 new,1.00%,0.07%,1.90,10.00,13.25,196.45,1,30.40,70.87,5.04,148.90,47.00,134.65,Rai Saheb Mills,NA,NA,NA
Rainbow Denim,,-92.67, 100 new,0.00%,-%,-,10.00,40.41,9.50,1,-,-,-,14.99,4.54,7.15,Rainbow Denim,NA,NA,NA
Raj Oil Mills,,-2.24, 95.85 new,0.00%,-%,-,10.00,15.59,11.46,1,-,-,-,3.17,1.12,1.45,Raj Oil Mills,3.60,1.10,1.50
Raj Rayon Ind,,-12.58, 100 new,0.00%,-%,-,1.00,24.04,7.62,1,-,-,-,0.39,0.19,0.22,Raj Rayon Ind,0.35,0.10,0.25
Raja Bahadur,,-565.51,  new,0.00%,-%,-,100.00,14.55,23.63,1,-,-,-,1550.00,900.00,945.15,Raja Bahadur,NA,NA,NA
Rajashree Poly,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Rajashree Poly,NA,NA,NA
Rajasthan Cylin,,67.25, 56.53 new,0.00%,-%,2.38,10.00,32.79,19.67,1,15.64,24.58,0.87,70.90,19.25,58.50,Rajasthan Cylin,NA,NA,NA
Rajasthan Irrig,,-6.47,  new,0.00%,-%,-,10.00,63.54,0.00,100,-,-,-,NA,NA,NA,Rajasthan Irrig,NA,NA,NA
Rajdhani Leasin,,9.61,  new,0.00%,-%,-,10.00,29.58,0.00,1,-,-,-,NA,NA,NA,Rajdhani Leasin,NA,NA,NA
Rajesh Global,,,,,,,,,,,,,,,,,Rajesh Global,,,
Rajinder Pipes,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Rajinder Pipes,NA,NA,NA
Rajinder Steels,,-1.79,  new,NA,-%,* -,0.00,-,0.00,1,-,-,-,NA,NA,NA,Rajinder Steels,NA,NA,NA
Rajkumar Forge,,17.57, 100 new,0.00%,-%,-,10.00,55.13,53.60,1,-,-,2.79,75.55,26.60,49.00,Rajkumar Forge,NA,NA,NA
Rajshree Sugars,,24.75, 52.48 new,0.00%,-%,10.63,10.00,7.85,150.27,1,2.70,5.02,2.16,77.80,44.60,53.35,Rajshree Sugars,77.85,43.80,53.60
Rajvebh Elec,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Rajvebh Elec,NA,NA,NA
Ram Informatics,,15.07, 97.22 new,0.00%,-%,1.85,10.00,18.51,29.96,1,16.91,25.78,3.17,63.95,17.80,47.70,Ram Informatics,NA,NA,NA
Ram Leather,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ram Leather,NA,NA,NA
Ram Minerals,,1.13, 100 new,0.00%,-%,* -,1.00,37.92,250.03,1,-,-,10.75,127.00,12.15,12.15,Ram Minerals,NA,NA,NA
Rama Petrochem,,-57.38,  new,0.00%,-%,-,10.00,18.98,4.87,1,-,-,-,6.94,3.41,4.65,Rama Petrochem,NA,NA,NA
Rama Vision,,17.53, 100 new,0.00%,-%,-,10.00,25.89,8.09,1,-,-,0.46,8.07,2.86,8.07,Rama Vision,NA,NA,NA
Ramco Cements,,155.92, 67.16 new,0.00%,-%,27.06,1.00,42.58,"16,146.84",1,17.65,24.87,4.32,750.00,478.90,672.85,Ramco Cements,770.00,472.80,668.90
Ramco Leathers,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ramco Leathers,NA,NA,NA
RamkrishnaForge,,151.72, 63.90 new,20.00%,0.39%,5.84,10.00,55.13,"1,691.99",1,19.21,88.90,3.42,560.00,256.25,519.15,RamkrishnaForge,549.95,255.00,521.55
Rams Transforme,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Rams Transforme,NA,NA,NA
Ramsunar Rolste,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ramsunar Rolste,NA,NA,NA
Ranbaxy Labs,,25.79,  new,0.00%,-%,-,5.00,31.17,0.00,1,-,-,-,NA,NA,NA,Ranbaxy Labs,NA,NA,NA
Rane Engine,,238.13, 59.63 new,25.00%,0.40%,84.93,10.00,37.00,420.88,1,4.96,7.38,2.63,807.45,450.00,626.40,Rane Engine,809.40,450.00,631.05
Rane Madras,,160.50, 53.48 new,60.00%,1.16%,18.04,10.00,24.23,543.72,1,8.29,28.68,3.22,608.30,340.00,517.30,Rane Madras,607.75,326.40,517.40
Ranjit Sec,,10.68,  new,0.00%,-%,0.39,10.00,27.21,0.00,1,-,-,-,NA,NA,NA,Ranjit Sec,NA,NA,NA
Rapicut Carbide,,41.69, 63.30 new,12.00%,1.65%,5.51,10.00,27.65,39.02,1,10.78,13.19,1.74,96.40,49.25,72.65,Rapicut Carbide,NA,NA,NA
Ras Extrusion,,-5.13,  new,0.00%,-%,0.99,10.00,22.57,0.00,100,-,-,-,NA,NA,NA,Ras Extrusion,NA,NA,NA
Ras Resorts,,16.31,  new,0.00%,-%,1.55,10.00,59.12,18.92,1,19.77,30.74,2.92,51.30,27.15,47.65,Ras Resorts,NA,NA,NA
Rasandik Engg,,61.91, 81.82 new,0.00%,-%,6.24,10.00,37.22,78.20,1,4.95,26.52,2.67,184.90,53.40,165.50,Rasandik Engg,NA,NA,NA
Rashtriya Ispat,,,,,,,,,,,,,,,,,Rashtriya Ispat,,,
Rasik Plast,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Rasik Plast,NA,NA,NA
Ratan Steels,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ratan Steels,NA,NA,NA
Rathi India Ltd,,9.71,  new,0.00%,-%,0.13,10.00,21.64,0.00,50,-,-,-,NA,NA,NA,Rathi India Ltd,NA,NA,NA
Rathi Ispat,,-71.41,  new,0.00%,-%,-,10.00,20.33,0.00,1,-,-,-,NA,NA,NA,Rathi Ispat,NA,NA,NA
